usage_date,service,region,usage_type,unblended_cost,usage_quantity
2024-07-15,AWSLambda,us-east-1,Requests(M),36.0641,30.24
2024-07-15,AWSLambda,us-west-2,Requests(M),20.1862,23.04
2024-07-15,AWSLambda,eu-west-1,Requests(M),18.3677,16.65
2024-07-15,AWSLambda,ap-south-1,Requests(M),10.6738,12.34
2024-07-15,AmazonCloudFront,us-east-1,GB-Transfer,69.6908,77.53
2024-07-15,AmazonCloudFront,us-west-2,GB-Transfer,35.982,34.07
2024-07-15,AmazonCloudFront,eu-west-1,GB-Transfer,28.1201,27.41
2024-07-15,AmazonCloudFront,ap-south-1,GB-Transfer,18.9605,17.1
2024-07-15,AmazonEBS,us-east-1,GB-Month,74.2185,92.36
2024-07-15,AmazonEBS,us-west-2,GB-Month,45.6724,48.44
2024-07-15,AmazonEBS,eu-west-1,GB-Month,34.255,36.89
2024-07-15,AmazonEBS,ap-south-1,GB-Month,23.9419,21.02
2024-07-15,AmazonDynamoDB,us-east-1,RCU/WCU,48.8416,50.28
2024-07-15,AmazonDynamoDB,us-west-2,RCU/WCU,31.0977,38.31
2024-07-15,AmazonDynamoDB,eu-west-1,RCU/WCU,29.6374,34.97
2024-07-15,AmazonDynamoDB,ap-south-1,RCU/WCU,14.9241,16.3
2024-07-16,AmazonEC2,us-east-1,InstanceHours,451.6799,377.25
2024-07-16,AmazonEC2,us-west-2,InstanceHours,252.0717,308.17
2024-07-16,AmazonEC2,eu-west-1,InstanceHours,202.0769,211.16
2024-07-16,AmazonEC2,ap-south-1,InstanceHours,141.4085,128.35
2024-07-16,AmazonS3,us-east-1,GB-Month,77.7093,69.69
2024-07-16,AmazonS3,us-west-2,GB-Month,59.2277,65.78
2024-07-16,AmazonS3,eu-west-1,GB-Month,38.4762,36.21
2024-07-16,AmazonS3,ap-south-1,GB-Month,29.3619,32.76
2024-07-16,AmazonRDS,us-east-1,InstanceHours,264.2013,297.41
2024-07-16,AmazonRDS,us-west-2,InstanceHours,146.2563,179.33
2024-07-16,AmazonRDS,eu-west-1,InstanceHours,127.6533,108.16
2024-07-16,AmazonRDS,ap-south-1,InstanceHours,83.5169,80.88
2024-07-16,AWSLambda,us-east-1,Requests(M),41.142,40.87
2024-07-16,AWSLambda,us-west-2,Requests(M),18.6477,16.9
2024-07-16,AWSLambda,eu-west-1,Requests(M),16.4853,14.24
2024-07-16,AWSLambda,ap-south-1,Requests(M),9.5233,8.08
2024-07-16,AmazonCloudFront,us-east-1,GB-Transfer,59.9786,53.93
2024-07-16,AmazonCloudFront,us-west-2,GB-Transfer,39.2342,39.61
2024-07-16,AmazonCloudFront,eu-west-1,GB-Transfer,26.9149,25.97
2024-07-16,AmazonCloudFront,ap-south-1,GB-Transfer,18.2523,20.87
2024-07-16,AmazonEBS,us-east-1,GB-Month,81.5261,92.35
2024-07-16,AmazonEBS,us-west-2,GB-Month,44.1375,53.28
2024-07-16,AmazonEBS,eu-west-1,GB-Month,30.1327,26.8
2024-07-16,AmazonEBS,ap-south-1,GB-Month,23.201,20.45
2024-07-16,AmazonDynamoDB,us-east-1,RCU/WCU,55.7673,50.31
2024-07-16,AmazonDynamoDB,us-west-2,RCU/WCU,27.8409,26.22
2024-07-16,AmazonDynamoDB,eu-west-1,RCU/WCU,21.7645,22.44
2024-07-16,AmazonDynamoDB,ap-south-1,RCU/WCU,15.6143,19.16
2024-07-17,AmazonEC2,us-east-1,InstanceHours,438.1572,547.69
2024-07-17,AmazonEC2,us-west-2,InstanceHours,245.8101,254.3
2024-07-17,AmazonEC2,eu-west-1,InstanceHours,201.6278,169.54
2024-07-17,AmazonEC2,ap-south-1,InstanceHours,128.2394,144.02
2024-07-17,AmazonS3,us-east-1,GB-Month,83.4044,93.49
2024-07-17,AmazonS3,us-west-2,GB-Month,50.0489,62.52
2024-07-17,AmazonS3,eu-west-1,GB-Month,48.1574,43.91
2024-07-17,AmazonS3,ap-south-1,GB-Month,24.8864,21.84
2024-07-17,AmazonRDS,us-east-1,InstanceHours,227.4648,244.55
2024-07-17,AmazonRDS,us-west-2,InstanceHours,149.7572,138.02
2024-07-17,AmazonRDS,eu-west-1,InstanceHours,127.0477,133.96
2024-07-17,AmazonRDS,ap-south-1,InstanceHours,82.0965,70.73
2024-07-17,AWSLambda,us-east-1,Requests(M),33.8269,32.64
2024-07-17,AWSLambda,us-west-2,Requests(M),23.7404,22.3
2024-07-17,AWSLambda,eu-west-1,Requests(M),17.8837,16.5
2024-07-17,AWSLambda,ap-south-1,Requests(M),9.9684,11.5
2024-07-17,AmazonCloudFront,us-east-1,GB-Transfer,62.9384,53.3
2024-07-17,AmazonCloudFront,us-west-2,GB-Transfer,40.6372,49.74
2024-07-17,AmazonCloudFront,eu-west-1,GB-Transfer,32.0345,34.87
2024-07-17,AmazonCloudFront,ap-south-1,GB-Transfer,16.0731,14.8
2024-07-17,AmazonEBS,us-east-1,GB-Month,73.7866,73.38
2024-07-17,AmazonEBS,us-west-2,GB-Month,46.5892,46.42
2024-07-17,AmazonEBS,eu-west-1,GB-Month,39.91,35.29
2024-07-17,AmazonEBS,ap-south-1,GB-Month,22.5028,20.86
2024-07-17,AmazonDynamoDB,us-east-1,RCU/WCU,49.4481,42.32
2024-07-17,AmazonDynamoDB,us-west-2,RCU/WCU,34.8231,32.31
2024-07-17,AmazonDynamoDB,eu-west-1,RCU/WCU,26.7268,29.38
2024-07-17,AmazonDynamoDB,ap-south-1,RCU/WCU,15.7385,14.02
2024-07-18,AmazonEC2,us-east-1,InstanceHours,407.2597,435.92
2024-07-18,AmazonEC2,us-west-2,InstanceHours,233.2682,195.79
2024-07-18,AmazonEC2,eu-west-1,InstanceHours,220.6444,202.27
2024-07-18,AmazonEC2,ap-south-1,InstanceHours,135.8595,132.57
2024-07-18,AmazonS3,us-east-1,GB-Month,91.3091,95.89
2024-07-18,AmazonS3,us-west-2,GB-Month,57.7423,66.74
2024-07-18,AmazonS3,eu-west-1,GB-Month,48.2165,50.56
2024-07-18,AmazonS3,ap-south-1,GB-Month,29.2666,36.13
2024-07-18,AmazonRDS,us-east-1,InstanceHours,231.8546,214.29
2024-07-18,AmazonRDS,us-west-2,InstanceHours,153.8174,136.5
2024-07-18,AmazonRDS,eu-west-1,InstanceHours,137.235,167.22
2024-07-18,AmazonRDS,ap-south-1,InstanceHours,79.4852,79.33
2024-07-18,AWSLambda,us-east-1,Requests(M),37.5111,43.03
2024-07-18,AWSLambda,us-west-2,Requests(M),22.0328,19.67
2024-07-18,AWSLambda,eu-west-1,Requests(M),14.7026,17.24
2024-07-18,AWSLambda,ap-south-1,Requests(M),11.5929,10.11
2024-07-18,AmazonCloudFront,us-east-1,GB-Transfer,58.5671,63.94
2024-07-18,AmazonCloudFront,us-west-2,GB-Transfer,34.0179,29.62
2024-07-18,AmazonCloudFront,eu-west-1,GB-Transfer,33.032,36.69
2024-07-18,AmazonCloudFront,ap-south-1,GB-Transfer,19.1718,18.26
2024-07-18,AmazonEBS,us-east-1,GB-Month,83.5057,71.84
2024-07-18,AmazonEBS,us-west-2,GB-Month,46.6296,57.93
2024-07-18,AmazonEBS,eu-west-1,GB-Month,36.9381,36.23
2024-07-18,AmazonEBS,ap-south-1,GB-Month,23.0995,25.24
2024-07-18,AmazonDynamoDB,us-east-1,RCU/WCU,46.5708,44.42
2024-07-18,AmazonDynamoDB,us-west-2,RCU/WCU,27.1549,29.09
2024-07-18,AmazonDynamoDB,eu-west-1,RCU/WCU,24.0976,29.13
2024-07-18,AmazonDynamoDB,ap-south-1,RCU/WCU,17.0931,15.35
2024-07-19,AmazonEC2,us-east-1,InstanceHours,408.027,379.85
2024-07-19,AmazonEC2,us-west-2,InstanceHours,220.8434,236.71
2024-07-19,AmazonEC2,eu-west-1,InstanceHours,210.4916,178.72
2024-07-19,AmazonEC2,ap-south-1,InstanceHours,122.2804,115.72
2024-07-19,AmazonS3,us-east-1,GB-Month,99.516,113.14
2024-07-19,AmazonS3,us-west-2,GB-Month,61.1614,63.23
2024-07-19,AmazonS3,eu-west-1,GB-Month,44.1642,48.47
2024-07-19,AmazonS3,ap-south-1,GB-Month,27.9756,30.72
2024-07-19,AmazonRDS,us-east-1,InstanceHours,271.158,327.88
2024-07-19,AmazonRDS,us-west-2,InstanceHours,157.7237,156.55
2024-07-19,AmazonRDS,eu-west-1,InstanceHours,129.5179,118.26
2024-07-19,AmazonRDS,ap-south-1,InstanceHours,73.3163,67.77
2024-07-19,AWSLambda,us-east-1,Requests(M),30.2781,31.57
2024-07-19,AWSLambda,us-west-2,Requests(M),19.73,21.78
2024-07-19,AWSLambda,eu-west-1,Requests(M),17.6439,19.44
2024-07-19,AWSLambda,ap-south-1,Requests(M),9.4215,10.3
2024-07-19,AmazonCloudFront,us-east-1,GB-Transfer,61.9098,59.45
2024-07-19,AmazonCloudFront,us-west-2,GB-Transfer,36.7427,44.23
2024-07-19,AmazonCloudFront,eu-west-1,GB-Transfer,29.1183,28.01
2024-07-19,AmazonCloudFront,ap-south-1,GB-Transfer,17.8729,17.03
2024-07-19,AmazonEBS,us-east-1,GB-Month,68.2106,84.62
2024-07-19,AmazonEBS,us-west-2,GB-Month,48.7068,41.07
2024-07-19,AmazonEBS,eu-west-1,GB-Month,40.5332,37.44
2024-07-19,AmazonEBS,ap-south-1,GB-Month,20.7396,19.87
2024-07-19,AmazonDynamoDB,us-east-1,RCU/WCU,46.1925,44.46
2024-07-19,AmazonDynamoDB,us-west-2,RCU/WCU,28.215,24.61
2024-07-19,AmazonDynamoDB,eu-west-1,RCU/WCU,26.4945,30.07
2024-07-19,AmazonDynamoDB,ap-south-1,RCU/WCU,15.6398,15.11
2024-07-20,AmazonEC2,us-east-1,InstanceHours,392.7151,407.69
2024-07-20,AmazonEC2,us-west-2,InstanceHours,237.7557,294.92
2024-07-20,AmazonEC2,eu-west-1,InstanceHours,158.9853,162.21
2024-07-20,AmazonEC2,ap-south-1,InstanceHours,113.1787,95.67
2024-07-20,AmazonS3,us-east-1,GB-Month,84.6318,96.68
2024-07-20,AmazonS3,us-west-2,GB-Month,45.3434,42.42
2024-07-20,AmazonS3,eu-west-1,GB-Month,38.7506,46.29
2024-07-20,AmazonS3,ap-south-1,GB-Month,22.9693,20.89
2024-07-20,AmazonRDS,us-east-1,InstanceHours,221.9557,245.67
2024-07-20,AmazonRDS,us-west-2,InstanceHours,143.4831,147.35
2024-07-20,AmazonRDS,eu-west-1,InstanceHours,127.8558,121.18
2024-07-20,AmazonRDS,ap-south-1,InstanceHours,74.7316,83.33
2024-07-20,AWSLambda,us-east-1,Requests(M),28.9812,32.94
2024-07-20,AWSLambda,us-west-2,Requests(M),18.4997,16.07
2024-07-20,AWSLambda,eu-west-1,Requests(M),14.1515,15.58
2024-07-20,AWSLambda,ap-south-1,Requests(M),8.5584,9.52
2024-07-20,AmazonCloudFront,us-east-1,GB-Transfer,51.4868,47.1
2024-07-20,AmazonCloudFront,us-west-2,GB-Transfer,29.2805,28.08
2024-07-20,AmazonCloudFront,eu-west-1,GB-Transfer,24.6814,20.91
2024-07-20,AmazonCloudFront,ap-south-1,GB-Transfer,15.8269,13.94
2024-07-20,AmazonEBS,us-east-1,GB-Month,67.2929,57.36
2024-07-20,AmazonEBS,us-west-2,GB-Month,40.2897,39.59
2024-07-20,AmazonEBS,eu-west-1,GB-Month,33.6013,30.63
2024-07-20,AmazonEBS,ap-south-1,GB-Month,17.4898,15.97
2024-07-20,AmazonDynamoDB,us-east-1,RCU/WCU,40.5034,42.71
2024-07-20,AmazonDynamoDB,us-west-2,RCU/WCU,25.9611,22.22
2024-07-20,AmazonDynamoDB,eu-west-1,RCU/WCU,23.4202,25.81
2024-07-20,AmazonDynamoDB,ap-south-1,RCU/WCU,15.3886,16.24
2024-07-21,AmazonEC2,us-east-1,InstanceHours,371.1622,332.89
2024-07-21,AmazonEC2,us-west-2,InstanceHours,229.9632,234.24
2024-07-21,AmazonEC2,eu-west-1,InstanceHours,161.7755,149.49
2024-07-21,AmazonEC2,ap-south-1,InstanceHours,114.7325,118.15
2024-07-21,AmazonS3,us-east-1,GB-Month,90.0246,76.65
2024-07-21,AmazonS3,us-west-2,GB-Month,43.7311,52.97
2024-07-21,AmazonS3,eu-west-1,GB-Month,37.1169,37.97
2024-07-21,AmazonS3,ap-south-1,GB-Month,24.8961,30.78
2024-07-21,AmazonRDS,us-east-1,InstanceHours,224.7706,273.29
2024-07-21,AmazonRDS,us-west-2,InstanceHours,113.9196,114.33
2024-07-21,AmazonRDS,eu-west-1,InstanceHours,107.7329,101.44
2024-07-21,AmazonRDS,ap-south-1,InstanceHours,75.0664,83.03
2024-07-21,AWSLambda,us-east-1,Requests(M),29.5224,35.65
2024-07-21,AWSLambda,us-west-2,Requests(M),17.7123,20.26
2024-07-21,AWSLambda,eu-west-1,Requests(M),16.0528,14.26
2024-07-21,AWSLambda,ap-south-1,Requests(M),9.3053,8.66
2024-07-21,AmazonCloudFront,us-east-1,GB-Transfer,50.393,54.54
2024-07-21,AmazonCloudFront,us-west-2,GB-Transfer,29.5378,32.82
2024-07-21,AmazonCloudFront,eu-west-1,GB-Transfer,31.9889,33.93
2024-07-21,AmazonCloudFront,ap-south-1,GB-Transfer,17.0758,18.14
2024-07-21,AmazonEBS,us-east-1,GB-Month,67.2006,72.8
2024-07-21,AmazonEBS,us-west-2,GB-Month,40.5235,34.77
2024-07-21,AmazonEBS,eu-west-1,GB-Month,32.0284,34.01
2024-07-21,AmazonEBS,ap-south-1,GB-Month,19.9211,19.88
2024-07-21,AmazonDynamoDB,us-east-1,RCU/WCU,42.3445,41.46
2024-07-21,AmazonDynamoDB,us-west-2,RCU/WCU,24.1196,24.09
2024-07-21,AmazonDynamoDB,eu-west-1,RCU/WCU,22.2028,20.74
2024-07-21,AmazonDynamoDB,ap-south-1,RCU/WCU,12.6167,11.11
2024-07-22,AmazonEC2,us-east-1,InstanceHours,440.6269,451.61
2024-07-22,AmazonEC2,us-west-2,InstanceHours,268.1976,256.84
2024-07-22,AmazonEC2,eu-west-1,InstanceHours,221.2264,253.79
2024-07-22,AmazonEC2,ap-south-1,InstanceHours,118.412,109.89
2024-07-22,AmazonS3,us-east-1,GB-Month,88.2999,101.95
2024-07-22,AmazonS3,us-west-2,GB-Month,53.5161,66.83
2024-07-22,AmazonS3,eu-west-1,GB-Month,49.2406,48.95
2024-07-22,AmazonS3,ap-south-1,GB-Month,29.4186,34.03
2024-07-22,AmazonRDS,us-east-1,InstanceHours,248.9194,295.58
2024-07-22,AmazonRDS,us-west-2,InstanceHours,142.3983,160.19
2024-07-22,AmazonRDS,eu-west-1,InstanceHours,157.5664,175.44
2024-07-22,AmazonRDS,ap-south-1,InstanceHours,81.9122,99.52
2024-07-22,AWSLambda,us-east-1,Requests(M),31.6098,35.6
2024-07-22,AWSLambda,us-west-2,Requests(M),20.3519,17.19
2024-07-22,AWSLambda,eu-west-1,Requests(M),19.2139,19.88
2024-07-22,AWSLambda,ap-south-1,Requests(M),12.4381,12.8
2024-07-22,AmazonCloudFront,us-east-1,GB-Transfer,70.0153,64.78
2024-07-22,AmazonCloudFront,us-west-2,GB-Transfer,37.6789,43.38
2024-07-22,AmazonCloudFront,eu-west-1,GB-Transfer,24.0293,20.93
2024-07-22,AmazonCloudFront,ap-south-1,GB-Transfer,18.2749,17.36
2024-07-22,AmazonEBS,us-east-1,GB-Month,69.9504,67.11
2024-07-22,AmazonEBS,us-west-2,GB-Month,45.9881,54.3
2024-07-22,AmazonEBS,eu-west-1,GB-Month,35.3362,32.82
2024-07-22,AmazonEBS,ap-south-1,GB-Month,22.0919,25.03
2024-07-22,AmazonDynamoDB,us-east-1,RCU/WCU,54.2353,61.51
2024-07-22,AmazonDynamoDB,us-west-2,RCU/WCU,29.8785,29.79
2024-07-22,AmazonDynamoDB,eu-west-1,RCU/WCU,24.7667,22.17
2024-07-22,AmazonDynamoDB,ap-south-1,RCU/WCU,15.1639,18.32
2024-07-23,AmazonEC2,us-east-1,InstanceHours,515.6795,490.48
2024-07-23,AmazonEC2,us-west-2,InstanceHours,233.0265,216.68
2024-07-23,AmazonEC2,eu-west-1,InstanceHours,217.9354,192.11
2024-07-23,AmazonEC2,ap-south-1,InstanceHours,145.8828,129.27
2024-07-23,AmazonS3,us-east-1,GB-Month,90.9618,97.45
2024-07-23,AmazonS3,us-west-2,GB-Month,60.1751,53.89
2024-07-23,AmazonS3,eu-west-1,GB-Month,40.8545,35.77
2024-07-23,AmazonS3,ap-south-1,GB-Month,26.96,23.38
2024-07-23,AmazonRDS,us-east-1,InstanceHours,247.0096,258.61
2024-07-23,AmazonRDS,us-west-2,InstanceHours,157.5353,140.48
2024-07-23,AmazonRDS,eu-west-1,InstanceHours,131.498,159.05
2024-07-23,AmazonRDS,ap-south-1,InstanceHours,79.5375,69.11
2024-07-23,AWSLambda,us-east-1,Requests(M),37.9362,31.95
2024-07-23,AWSLambda,us-west-2,Requests(M),17.4836,21.15
2024-07-23,AWSLambda,eu-west-1,Requests(M),16.9004,17.79
2024-07-23,AWSLambda,ap-south-1,Requests(M),10.8376,9.66
2024-07-23,AmazonCloudFront,us-east-1,GB-Transfer,51.7574,58.28
2024-07-23,AmazonCloudFront,us-west-2,GB-Transfer,38.3515,40.79
2024-07-23,AmazonCloudFront,eu-west-1,GB-Transfer,28.9291,30.52
2024-07-23,AmazonCloudFront,ap-south-1,GB-Transfer,18.0003,18.26
2024-07-23,AmazonEBS,us-east-1,GB-Month,81.5881,75.3
2024-07-23,AmazonEBS,us-west-2,GB-Month,50.3334,62.65
2024-07-23,AmazonEBS,eu-west-1,GB-Month,40.0464,40.3
2024-07-23,AmazonEBS,ap-south-1,GB-Month,20.7589,25.88
2024-07-23,AmazonDynamoDB,us-east-1,RCU/WCU,53.1811,52.17
2024-07-23,AmazonDynamoDB,us-west-2,RCU/WCU,32.0781,38.81
2024-07-23,AmazonDynamoDB,eu-west-1,RCU/WCU,26.3033,23.64
2024-07-23,AmazonDynamoDB,ap-south-1,RCU/WCU,16.9982,15.44
2024-07-24,AmazonEC2,us-east-1,InstanceHours,429.1588,501.28
2024-07-24,AmazonEC2,us-west-2,InstanceHours,284.6414,266.4
2024-07-24,AmazonEC2,eu-west-1,InstanceHours,237.0803,273.15
2024-07-24,AmazonEC2,ap-south-1,InstanceHours,135.0304,153.79
2024-07-24,AmazonS3,us-east-1,GB-Month,93.5174,80.39
2024-07-24,AmazonS3,us-west-2,GB-Month,56.841,51.51
2024-07-24,AmazonS3,eu-west-1,GB-Month,51.8866,44.9
2024-07-24,AmazonS3,ap-south-1,GB-Month,29.7543,28.84
2024-07-24,AmazonRDS,us-east-1,InstanceHours,242.1014,244.65
2024-07-24,AmazonRDS,us-west-2,InstanceHours,163.3806,150.37
2024-07-24,AmazonRDS,eu-west-1,InstanceHours,123.0024,132.9
2024-07-24,AmazonRDS,ap-south-1,InstanceHours,75.0399,83.69
2024-07-24,AWSLambda,us-east-1,Requests(M),34.472,29.64
2024-07-24,AWSLambda,us-west-2,Requests(M),18.9182,18.86
2024-07-24,AWSLambda,eu-west-1,Requests(M),16.4726,14.59
2024-07-24,AWSLambda,ap-south-1,Requests(M),11.9528,11.24
2024-07-24,AmazonCloudFront,us-east-1,GB-Transfer,57.695,53.57
2024-07-24,AmazonCloudFront,us-west-2,GB-Transfer,39.0379,43.11
2024-07-24,AmazonCloudFront,eu-west-1,GB-Transfer,30.8686,33.2
2024-07-24,AmazonCloudFront,ap-south-1,GB-Transfer,19.0786,21.02
2024-07-24,AmazonEBS,us-east-1,GB-Month,79.7621,89.87
2024-07-24,AmazonEBS,us-west-2,GB-Month,42.2097,40.66
2024-07-24,AmazonEBS,eu-west-1,GB-Month,40.6452,36.1
2024-07-24,AmazonEBS,ap-south-1,GB-Month,20.5857,18.53
2024-07-24,AmazonDynamoDB,us-east-1,RCU/WCU,47.9211,57.37
2024-07-24,AmazonDynamoDB,us-west-2,RCU/WCU,31.8678,29.52
2024-07-24,AmazonDynamoDB,eu-west-1,RCU/WCU,23.3276,28.71
2024-07-24,AmazonDynamoDB,ap-south-1,RCU/WCU,12.8345,14.2
2024-07-25,AmazonEC2,us-east-1,InstanceHours,438.2245,537.31
2024-07-25,AmazonEC2,us-west-2,InstanceHours,223.7604,209.76
2024-07-25,AmazonEC2,eu-west-1,InstanceHours,224.7307,194.53
2024-07-25,AmazonEC2,ap-south-1,InstanceHours,124.7997,134.18
2024-07-25,AmazonS3,us-east-1,GB-Month,93.7986,104.27
2024-07-25,AmazonS3,us-west-2,GB-Month,56.1963,54.52
2024-07-25,AmazonS3,eu-west-1,GB-Month,48.4403,42.37
2024-07-25,AmazonS3,ap-south-1,GB-Month,28.7478,23.98
2024-07-25,AmazonRDS,us-east-1,InstanceHours,242.4358,299.68
2024-07-25,AmazonRDS,us-west-2,InstanceHours,155.2482,164.43
2024-07-25,AmazonRDS,eu-west-1,InstanceHours,135.4742,146.44
2024-07-25,AmazonRDS,ap-south-1,InstanceHours,88.2357,83.11
2024-07-25,AWSLambda,us-east-1,Requests(M),37.2929,33.75
2024-07-25,AWSLambda,us-west-2,Requests(M),23.5811,28.91
2024-07-25,AWSLambda,eu-west-1,Requests(M),18.3122,17.86
2024-07-25,AWSLambda,ap-south-1,Requests(M),11.5877,11.04
2024-07-25,AmazonCloudFront,us-east-1,GB-Transfer,62.1146,60.17
2024-07-25,AmazonCloudFront,us-west-2,GB-Transfer,39.595,33.1
2024-07-25,AmazonCloudFront,eu-west-1,GB-Transfer,29.594,27.33
2024-07-25,AmazonCloudFront,ap-south-1,GB-Transfer,20.5551,21.51
2024-07-25,AmazonEBS,us-east-1,GB-Month,79.1692,67.59
2024-07-25,AmazonEBS,us-west-2,GB-Month,40.5619,34.62
2024-07-25,AmazonEBS,eu-west-1,GB-Month,39.182,44.29
2024-07-25,AmazonEBS,ap-south-1,GB-Month,19.0008,15.86
2024-07-25,AmazonDynamoDB,us-east-1,RCU/WCU,53.2896,51.38
2024-07-25,AmazonDynamoDB,us-west-2,RCU/WCU,32.6064,39.7
2024-07-25,AmazonDynamoDB,eu-west-1,RCU/WCU,29.3419,27.4
2024-07-25,AmazonDynamoDB,ap-south-1,RCU/WCU,14.609,15.39
2024-07-26,AmazonEC2,us-east-1,InstanceHours,493.2321,457.18
2024-07-26,AmazonEC2,us-west-2,InstanceHours,255.8556,241.5
2024-07-26,AmazonEC2,eu-west-1,InstanceHours,200.4892,190.15
2024-07-26,AmazonEC2,ap-south-1,InstanceHours,122.9247,118.23
2024-07-26,AmazonS3,us-east-1,GB-Month,95.4635,97.21
2024-07-26,AmazonS3,us-west-2,GB-Month,50.9522,47.75
2024-07-26,AmazonS3,eu-west-1,GB-Month,44.4504,55.04
2024-07-26,AmazonS3,ap-south-1,GB-Month,28.1555,25.33
2024-07-26,AmazonRDS,us-east-1,InstanceHours,296.7114,261.36
2024-07-26,AmazonRDS,us-west-2,InstanceHours,169.1575,150.88
2024-07-26,AmazonRDS,eu-west-1,InstanceHours,132.4093,133.02
2024-07-26,AmazonRDS,ap-south-1,InstanceHours,82.705,86.08
2024-07-26,AWSLambda,us-east-1,Requests(M),36.2108,39.76
2024-07-26,AWSLambda,us-west-2,Requests(M),19.3523,16.56
2024-07-26,AWSLambda,eu-west-1,Requests(M),20.257,21.5
2024-07-26,AWSLambda,ap-south-1,Requests(M),11.9987,14.62
2024-07-26,AmazonCloudFront,us-east-1,GB-Transfer,60.5397,72.6
2024-07-26,AmazonCloudFront,us-west-2,GB-Transfer,35.2197,33.78
2024-07-26,AmazonCloudFront,eu-west-1,GB-Transfer,27.6958,24.18
2024-07-26,AmazonCloudFront,ap-south-1,GB-Transfer,19.1802,16.61
2024-07-26,AmazonEBS,us-east-1,GB-Month,79.9588,87.42
2024-07-26,AmazonEBS,us-west-2,GB-Month,42.736,38.12
2024-07-26,AmazonEBS,eu-west-1,GB-Month,38.8334,32.65
2024-07-26,AmazonEBS,ap-south-1,GB-Month,24.3363,24.68
2024-07-26,AmazonDynamoDB,us-east-1,RCU/WCU,48.6533,40.88
2024-07-26,AmazonDynamoDB,us-west-2,RCU/WCU,29.9714,26.6
2024-07-26,AmazonDynamoDB,eu-west-1,RCU/WCU,24.9571,30.13
2024-07-26,AmazonDynamoDB,ap-south-1,RCU/WCU,14.3157,16.19
2024-07-27,AmazonEC2,us-east-1,InstanceHours,357.2306,393.68
2024-07-27,AmazonEC2,us-west-2,InstanceHours,190.4778,226.65
2024-07-27,AmazonEC2,eu-west-1,InstanceHours,177.4644,149.23
2024-07-27,AmazonEC2,ap-south-1,InstanceHours,106.6063,96.59
2024-07-27,AmazonS3,us-east-1,GB-Month,77.2638,84.78
2024-07-27,AmazonS3,us-west-2,GB-Month,48.3754,43.22
2024-07-27,AmazonS3,eu-west-1,GB-Month,35.0867,39.29
2024-07-27,AmazonS3,ap-south-1,GB-Month,21.3524,25.07
2024-07-27,AmazonRDS,us-east-1,InstanceHours,210.4973,196.8
2024-07-27,AmazonRDS,us-west-2,InstanceHours,120.6336,146.22
2024-07-27,AmazonRDS,eu-west-1,InstanceHours,117.4965,136.82
2024-07-27,AmazonRDS,ap-south-1,InstanceHours,64.2936,68.61
2024-07-27,AWSLambda,us-east-1,Requests(M),30.1203,32.71
2024-07-27,AWSLambda,us-west-2,Requests(M),16.888,16.47
2024-07-27,AWSLambda,eu-west-1,Requests(M),14.6637,14.21
2024-07-27,AWSLambda,ap-south-1,Requests(M),9.2771,9.26
2024-07-27,AmazonCloudFront,us-east-1,GB-Transfer,53.2136,58.51
2024-07-27,AmazonCloudFront,us-west-2,GB-Transfer,28.5642,28.7
2024-07-27,AmazonCloudFront,eu-west-1,GB-Transfer,25.7156,27.87
2024-07-27,AmazonCloudFront,ap-south-1,GB-Transfer,14.4945,12.84
2024-07-27,AmazonEBS,us-east-1,GB-Month,64.1018,65.19
2024-07-27,AmazonEBS,us-west-2,GB-Month,36.8498,33.81
2024-07-27,AmazonEBS,eu-west-1,GB-Month,37.0962,33.4
2024-07-27,AmazonEBS,ap-south-1,GB-Month,20.6762,18.06
2024-07-27,AmazonDynamoDB,us-east-1,RCU/WCU,44.4965,39.17
2024-07-27,AmazonDynamoDB,us-west-2,RCU/WCU,21.8911,18.31
2024-07-27,AmazonDynamoDB,eu-west-1,RCU/WCU,21.0875,24.02
2024-07-27,AmazonDynamoDB,ap-south-1,RCU/WCU,13.8162,13.88
2024-07-28,AmazonEC2,us-east-1,InstanceHours,360.8359,363.28
2024-07-28,AmazonEC2,us-west-2,InstanceHours,247.0526,217.61
2024-07-28,AmazonEC2,eu-west-1,InstanceHours,194.968,202.52
2024-07-28,AmazonEC2,ap-south-1,InstanceHours,105.5192,113.3
2024-07-28,AmazonS3,us-east-1,GB-Month,87.3559,102.72
2024-07-28,AmazonS3,us-west-2,GB-Month,45.5673,51.87
2024-07-28,AmazonS3,eu-west-1,GB-Month,44.7378,44.92
2024-07-28,AmazonS3,ap-south-1,GB-Month,26.3243,24.88
2024-07-28,AmazonRDS,us-east-1,InstanceHours,229.62,241.99
2024-07-28,AmazonRDS,us-west-2,InstanceHours,118.2591,111.08
2024-07-28,AmazonRDS,eu-west-1,InstanceHours,114.1025,130.54
2024-07-28,AmazonRDS,ap-south-1,InstanceHours,61.3871,67.35
2024-07-28,AWSLambda,us-east-1,Requests(M),28.7278,25.42
2024-07-28,AWSLambda,us-west-2,Requests(M),17.3363,18.96
2024-07-28,AWSLambda,eu-west-1,Requests(M),13.7636,14.49
2024-07-28,AWSLambda,ap-south-1,Requests(M),9.2187,8.24
2024-07-28,AmazonCloudFront,us-east-1,GB-Transfer,48.792,47.71
2024-07-28,AmazonCloudFront,us-west-2,GB-Transfer,30.4862,26.79
